panel_id,iso3,country_name_en,year,source,fund_type,amount_usd,amount_known_count,price_basis
LSO::aiddata::grant,LSO,Lesotho,2014,aiddata,grant,12866211.406793,1,constant_2023_usd
LSO::aiddata::grant,LSO,Lesotho,2015,aiddata,grant,1046198.381401,1,constant_2023_usd
LSO::aiddata::grant,LSO,Lesotho,2016,aiddata,grant,31150.571133,2,constant_2023_usd
LSO::chapo::grant,LSO,Lesotho,2016,chapo,grant,24088.074058,1,constant_2021_usd
LSO::aiddata::grant,LSO,Lesotho,2017,aiddata,grant,49552.793466,5,constant_2023_usd
LSO::chapo::grant,LSO,Lesotho,2017,chapo,grant,40678.135949,2,constant_2021_usd
LSO::aiddata::grant,LSO,Lesotho,2018,aiddata,grant,73244610.864064,9,constant_2023_usd
LSO::aiddata::loan,LSO,Lesotho,2018,aiddata,loan,106504849.110106,1,constant_2023_usd
LSO::cancel::debt_relief,LSO,Lesotho,2018,cancel,debt_relief,11630000.0,1,nominal_usd
LSO::chapo::grant,LSO,Lesotho,2018,chapo,grant,70893663.250902,2,constant_2021_usd
LSO::cla::loan,LSO,Lesotho,2018,cla,loan,105840000.0,1,nominal_usd
LSO::codf::loan,LSO,Lesotho,2018,codf,loan,105820000.0,1,nominal_usd
LSO::aiddata::grant,LSO,Lesotho,2019,aiddata,grant,1037987.490907,1,constant_2023_usd
LSO::aiddata::grant,LSO,Lesotho,2020,aiddata,grant,1676762.287127,3,constant_2023_usd
LSO::aiddata::loan,LSO,Lesotho,2020,aiddata,loan,71997077.534557,1,constant_2023_usd
LSO::cgef::loan,LSO,Lesotho,2020,cgef,loan,66830000.0,1,nominal_usd
LSO::chapo::grant,LSO,Lesotho,2020,chapo,grant,1611763.319995,1,constant_2021_usd
LSO::cla::loan,LSO,Lesotho,2020,cla,loan,66880000.0,1,nominal_usd
LSO::codf::loan,LSO,Lesotho,2020,codf,loan,66830000.0,1,nominal_usd
LSO::cofi::loan,LSO,Lesotho,2020,cofi,loan,70000000.0,1,nominal_usd
LSO::aiddata::grant,LSO,Lesotho,2021,aiddata,grant,3836219.867657,2,constant_2023_usd
LSO::chapo::grant,LSO,Lesotho,2021,chapo,grant,4160120.0,2,constant_2021_usd
LSO::aiddata::grant,LSO,Lesotho,2022,aiddata,grant,499589.192554,2,constant_2023_usd
LSO::cla::loan,LSO,Lesotho,2022,cla,loan,30000000.0,1,nominal_usd
LSO::codf::loan,LSO,Lesotho,2022,codf,loan,30000000.0,1,nominal_usd
LSO::aiddata::grant,LSO,Lesotho,2023,aiddata,grant,1884743.590807,3,constant_2023_usd
MAR::aiddata::grant,MAR,Morocco,2000,aiddata,grant,1450023.08948,1,constant_2023_usd
MAR::aiddata::loan,MAR,Morocco,2000,aiddata,loan,14316915.687444,1,constant_2023_usd
MAR::cla::loan,MAR,Morocco,2000,cla,loan,7620000.0,1,nominal_usd
MAR::aiddata::loan,MAR,Morocco,2001,aiddata,loan,42089160.746817,1,constant_2023_usd
MAR::chapo::loan,MAR,Morocco,2001,chapo,loan,45568910.025519,1,constant_2021_usd
MAR::cla::loan,MAR,Morocco,2001,cla,loan,13040000.0,1,nominal_usd
MAR::aiddata::grant,MAR,Morocco,2002,aiddata,grant,1617707.38029,2,constant_2023_usd
MAR::aiddata::loan,MAR,Morocco,2002,aiddata,loan,13945753.278364,1,constant_2023_usd
MAR::cla::loan,MAR,Morocco,2002,cla,loan,6040000.0,1,nominal_usd
MAR::cofi::loan,MAR,Morocco,2002,cofi,loan,6390000.0,3,nominal_usd
MAR::aiddata::grant,MAR,Morocco,2004,aiddata,grant,1270844.072126,1,constant_2023_usd
MAR::aiddata::grant,MAR,Morocco,2006,aiddata,grant,7045850.774932,2,constant_2023_usd
MAR::aiddata::grant,MAR,Morocco,2008,aiddata,grant,2026509.148244,1,constant_2023_usd
MAR::aiddata::loan,MAR,Morocco,2008,aiddata,loan,725298575.770905,1,constant_2023_usd
MAR::cla::loan,MAR,Morocco,2008,cla,loan,514960000.0,1,nominal_usd
MAR::codf::loan,MAR,Morocco,2008,codf,loan,514960000.0,1,nominal_usd
MAR::aiddata::grant,MAR,Morocco,2011,aiddata,grant,3958945.979611,2,constant_2023_usd
MAR::aiddata::loan,MAR,Morocco,2011,aiddata,loan,265940332.587445,2,constant_2023_usd
MAR::cla::loan,MAR,Morocco,2011,cla,loan,183600000.0,1,nominal_usd
MAR::codf::loan,MAR,Morocco,2011,codf,loan,183600000.0,1,nominal_usd
MAR::aiddata::grant,MAR,Morocco,2014,aiddata,grant,6575504.063579,1,constant_2023_usd
MAR::aiddata::loan,MAR,Morocco,2014,aiddata,loan,410098205.982448,2,constant_2023_usd
MAR::cgef::loan,MAR,Morocco,2014,cgef,loan,304500000.0,1,nominal_usd
MAR::cla::loan,MAR,Morocco,2014,cla,loan,304500000.0,1,nominal_usd
MAR::codf::loan,MAR,Morocco,2014,codf,loan,304500000.0,1,nominal_usd
MAR::cofi::loan,MAR,Morocco,2014,cofi,loan,305000000.0,1,nominal_usd
MAR::aiddata::grant,MAR,Morocco,2015,aiddata,grant,10367454.2069,3,constant_2023_usd
MAR::aiddata::loan,MAR,Morocco,2016,aiddata,loan,181714214.026395,1,constant_2023_usd
MAR::cofi::equity,MAR,Morocco,2017,cofi,equity,1950000.0,1,nominal_usd
MAR::aiddata::grant,MAR,Morocco,2018,aiddata,grant,7240503.848703,3,constant_2023_usd
MAR::aiddata::loan,MAR,Morocco,2018,aiddata,loan,291474789.406804,3,constant_2023_usd
MAR::cofi::loan,MAR,Morocco,2018,cofi,loan,150000000.0,1,nominal_usd
MAR::aiddata::grant,MAR,Morocco,2020,aiddata,grant,1904940.356014,4,constant_2023_usd
MAR::chapo::grant,MAR,Morocco,2020,chapo,grant,2062070.500043,4,constant_2021_usd
MAR::aiddata::grant,MAR,Morocco,2021,aiddata,grant,8319812.410263,2,constant_2023_usd
MAR::chapo::grant,MAR,Morocco,2021,chapo,grant,9000000.0,1,constant_2021_usd
MDG::aiddata::grant,MDG,Madagascar,2000,aiddata,grant,29584474.576535,1,constant_2023_usd
MDG::aiddata::debt_relief,MDG,Madagascar,2001,aiddata,debt_relief,69675652.262035,1,constant_2023_usd
MDG::cancel::debt_relief,MDG,Madagascar,2001,cancel,debt_relief,30000000.0,1,nominal_usd
MDG::aiddata::grant,MDG,Madagascar,2004,aiddata,grant,15023334.370955,3,constant_2023_usd
MDG::aiddata::debt_relief,MDG,Madagascar,2006,aiddata,debt_relief,42436170.664597,1,constant_2023_usd
MDG::aiddata::grant,MDG,Madagascar,2006,aiddata,grant,16476409.931343,1,constant_2023_usd
MDG::aiddata::grant,MDG,Madagascar,2007,aiddata,grant,5664591.952639,4,constant_2023_usd
MDG::aiddata::loan,MDG,Madagascar,2007,aiddata,loan,84102572.562442,1,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2007,chapo,grant,473103.668737,1,constant_2021_usd
MDG::cla::loan,MDG,Madagascar,2007,cla,loan,50590000.0,1,nominal_usd
MDG::aiddata::grant,MDG,Madagascar,2008,aiddata,grant,3793794.597669,1,constant_2023_usd
MDG::cla::loan,MDG,Madagascar,2008,cla,loan,4010000.0,1,nominal_usd
MDG::aiddata::grant,MDG,Madagascar,2009,aiddata,grant,10040354.430525,4,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2009,chapo,grant,659643.760941,1,constant_2021_usd
MDG::aiddata::grant,MDG,Madagascar,2010,aiddata,grant,4679304.244612,6,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2010,chapo,grant,534804.119659,2,constant_2021_usd
MDG::aiddata::grant,MDG,Madagascar,2011,aiddata,grant,2639415.750536,1,constant_2023_usd
MDG::aiddata::grant,MDG,Madagascar,2012,aiddata,grant,2032856.4182,1,constant_2023_usd
MDG::aiddata::loan,MDG,Madagascar,2012,aiddata,loan,14089631.8473,1,constant_2023_usd
MDG::aiddata::grant,MDG,Madagascar,2013,aiddata,grant,20179358.995232,1,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2013,chapo,grant,22015170.770659,1,constant_2021_usd
MDG::aiddata::grant,MDG,Madagascar,2015,aiddata,grant,5954306.077114,5,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2015,chapo,grant,3232382.584604,1,constant_2021_usd
MDG::aiddata::grant,MDG,Madagascar,2016,aiddata,grant,241809.700523,2,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2016,chapo,grant,118080.450836,1,constant_2021_usd
MDG::aiddata::grant,MDG,Madagascar,2017,aiddata,grant,72914234.285074,7,constant_2023_usd
MDG::aiddata::loan,MDG,Madagascar,2017,aiddata,loan,111978551.134093,1,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2017,chapo,grant,2534316.56665,2,constant_2021_usd
MDG::cla::loan,MDG,Madagascar,2017,cla,loan,105000000.0,1,nominal_usd
MDG::codf::loan,MDG,Madagascar,2017,codf,loan,105000000.0,1,nominal_usd
MDG::aiddata::grant,MDG,Madagascar,2018,aiddata,grant,606357.204097,4,constant_2023_usd
MDG::aiddata::loan,MDG,Madagascar,2018,aiddata,loan,103121791.879894,2,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2018,chapo,grant,272462.43697,1,constant_2021_usd
MDG::chapo::loan,MDG,Madagascar,2018,chapo,loan,195259.6996,2,constant_2021_usd
MDG::cla::loan,MDG,Madagascar,2018,cla,loan,102650000.0,2,nominal_usd
MDG::codf::loan,MDG,Madagascar,2018,codf,loan,102630000.0,2,nominal_usd
MDG::cofi::loan,MDG,Madagascar,2018,cofi,loan,197000000.0,1,nominal_usd
MDG::aiddata::grant,MDG,Madagascar,2019,aiddata,grant,799250.367999,1,constant_2023_usd
MDG::aiddata::loan,MDG,Madagascar,2019,aiddata,loan,164761977.072831,1,constant_2023_usd
MDG::cla::loan,MDG,Madagascar,2019,cla,loan,157720000.0,1,nominal_usd
MDG::codf::loan,MDG,Madagascar,2019,codf,loan,157740000.0,1,nominal_usd
MDG::aiddata::grant,MDG,Madagascar,2020,aiddata,grant,262060.390627,1,constant_2023_usd
MDG::aiddata::loan,MDG,Madagascar,2020,aiddata,loan,50539810.198296,1,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2020,chapo,grant,283676.598606,1,constant_2021_usd
MDG::cla::loan,MDG,Madagascar,2020,cla,loan,48980000.0,1,nominal_usd
MDG::codf::loan,MDG,Madagascar,2020,codf,loan,48990000.0,1,nominal_usd
MDG::aiddata::grant,MDG,Madagascar,2021,aiddata,grant,5421583.406074,5,constant_2023_usd
MDG::chapo::grant,MDG,Madagascar,2021,chapo,grant,5641860.465116,3,constant_2021_usd
MDG::aiddata::grant,MDG,Madagascar,2022,aiddata,grant,280808.062818,1,constant_2023_usd
MDG::aiddata::loan,MDG,Madagascar,2023,aiddata,loan,253515175.037045,1,constant_2023_usd
MDG::cgef::loan,MDG,Madagascar,2023,cgef,loan,240000000.0,1,nominal_usd
MDG::cla::loan,MDG,Madagascar,2023,cla,loan,240000000.0,1,nominal_usd
MDG::codf::loan,MDG,Madagascar,2023,codf,loan,240000000.0,1,nominal_usd
MLI::aiddata::loan,MLI,Mali,2000,aiddata,loan,57267662.749777,2,constant_2023_usd
MLI::aiddata::debt_relief,MLI,Mali,2001,aiddata,debt_relief,109390774.051395,1,constant_2023_usd
MLI::aiddata::loan,MLI,Mali,2001,aiddata,loan,14029720.248939,1,constant_2023_usd
MLI::cancel::debt_relief,MLI,Mali,2001,cancel,debt_relief,40050000.0,1,nominal_usd
MLI::aiddata::grant,MLI,Mali,2004,aiddata,grant,15123044.458301,1,constant_2023_usd
MLI::aiddata::grant,MLI,Mali,2005,aiddata,grant,17270633.757816,3,constant_2023_usd
MLI::cancel::debt_relief,MLI,Mali,2006,cancel,debt_relief,40000000.0,1,nominal_usd
MLI::aiddata::debt_relief,MLI,Mali,2007,aiddata,debt_relief,75546741.398781,1,constant_2023_usd
MLI::aiddata::grant,MLI,Mali,2007,aiddata,grant,77827878.883632,5,constant_2023_usd
MLI::cancel::debt_relief,MLI,Mali,2007,cancel,debt_relief,50000000.0,1,nominal_usd
MLI::chapo::grant,MLI,Mali,2007,chapo,grant,23655.183437,1,constant_2021_usd
MLI::aiddata::grant,MLI,Mali,2008,aiddata,grant,10667755.253206,3,constant_2023_usd
MLI::aiddata::loan,MLI,Mali,2008,aiddata,loan,101325457.412197,1,constant_2023_usd
MLI::chapo::grant,MLI,Mali,2008,chapo,grant,11547413.607511,3,constant_2021_usd
MLI::aiddata::grant,MLI,Mali,2009,aiddata,grant,1072764.959252,3,constant_2023_usd
MLI::chapo::grant,MLI,Mali,2009,chapo,grant,1161452.540562,3,constant_2021_usd
MLI::aiddata::loan,MLI,Mali,2010,aiddata,loan,195701717.662517,1,constant_2023_usd
MLI::cla::loan,MLI,Mali,2010,cla,loan,152130000.0,1,nominal_usd
MLI::codf::loan,MLI,Mali,2010,codf,loan,152140000.0,1,nominal_usd
MLI::aiddata::grant,MLI,Mali,2011,aiddata,grant,76185300.631719,5,constant_2023_usd
MLI::aiddata::loan,MLI,Mali,2011,aiddata,loan,51312558.844288,2,constant_2023_usd
MLI::chapo::grant,MLI,Mali,2011,chapo,grant,5779785.156529,3,constant_2021_usd
MLI::cla::loan,MLI,Mali,2011,cla,loan,50590000.0,2,nominal_usd
MLI::codf::loan,MLI,Mali,2011,codf,loan,42850000.0,1,nominal_usd
MLI::aiddata::grant,MLI,Mali,2012,aiddata,grant,15362149.58289,6,constant_2023_usd
MLI::chapo::grant,MLI,Mali,2012,chapo,grant,809604.147728,2,constant_2021_usd
MLI::cla::loan,MLI,Mali,2012,cla,loan,33600000.0,1,nominal_usd
MLI::aiddata::grant,MLI,Mali,2013,aiddata,grant,555656.997493,2,constant_2023_usd
MLI::aiddata::loan,MLI,Mali,2013,aiddata,loan,373440434.463063,2,constant_2023_usd
MLI::cgef::loan,MLI,Mali,2013,cgef,loan,145000000.0,1,nominal_usd
MLI::chapo::grant,MLI,Mali,2013,chapo,grant,594791.429089,1,constant_2021_usd
MLI::cla::loan,MLI,Mali,2013,cla,loan,145000000.0,1,nominal_usd
MLI::codf::loan,MLI,Mali,2013,codf,loan,145000000.0,1,nominal_usd
MLI::cofi::loan,MLI,Mali,2013,cofi,loan,248000000.0,1,nominal_usd
MLI::aiddata::grant,MLI,Mali,2014,aiddata,grant,22633525.876231,3,constant_2023_usd
MLI::aiddata::loan,MLI,Mali,2014,aiddata,loan,184972572.949021,2,constant_2023_usd
MLI::chapo::grant,MLI,Mali,2014,chapo,grant,1074818.941016,2,constant_2021_usd
MLI::cla::loan,MLI,Mali,2014,cla,loan,86000000.0,2,nominal_usd
MLI::codf::loan,MLI,Mali,2014,codf,loan,70880000.0,1,nominal_usd
MLI::cofi::loan,MLI,Mali,2014,cofi,loan,99000000.0,1,nominal_usd
MLI::aiddata::grant,MLI,Mali,2015,aiddata,grant,14339720.412847,2,constant_2023_usd
MLI::aiddata::loan,MLI,Mali,2016,aiddata,loan,6565601.583713,1,constant_2023_usd
MLI::aiddata::debt_relief,MLI,Mali,2017,aiddata,debt_relief,15747463.062185,1,constant_2023_usd
MLI::aiddata::grant,MLI,Mali,2017,aiddata,grant,55116120.717646,2,constant_2023_usd
MLI::aiddata::unspecified,MLI,Mali,2017,aiddata,unspecified,57950.664069,1,constant_2023_usd
MLI::aiddata::loan,MLI,Mali,2018,aiddata,loan,173624373.061491,2,constant_2023_usd
MLI::cla::loan,MLI,Mali,2018,cla,loan,168820000.0,1,nominal_usd
MLI::codf::loan,MLI,Mali,2018,codf,loan,168850000.0,1,nominal_usd
MLI::aiddata::grant,MLI,Mali,2020,aiddata,grant,54166.025622,1,constant_2023_usd
MLI::chapo::grant,MLI,Mali,2020,chapo,grant,147889.319038,2,constant_2021_usd
MLI::aiddata::grant,MLI,Mali,2021,aiddata,grant,14232720.81784,3,constant_2023_usd
MLI::chapo::grant,MLI,Mali,2021,chapo,grant,15434419.447099,3,constant_2021_usd
MLI::aiddata::grant,MLI,Mali,2022,aiddata,grant,10205126.618926,2,constant_2023_usd
MLI::aiddata::grant,MLI,Mali,2023,aiddata,grant,205955.02971,2,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2000,aiddata,grant,1327451.69936,4,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2000,aiddata,loan,17180298.824933,1,constant_2023_usd
MOZ::aiddata::debt_relief,MOZ,Mozambique,2001,aiddata,debt_relief,81288260.972374,1,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2001,aiddata,grant,348378.26131,1,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2001,aiddata,loan,25994265.677234,1,constant_2023_usd
MOZ::cancel::debt_relief,MOZ,Mozambique,2001,cancel,debt_relief,35000000.0,1,nominal_usd
MOZ::cla::loan,MOZ,Mozambique,2001,cla,loan,11190000.0,1,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2002,aiddata,grant,12743390.822982,2,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2003,aiddata,grant,1125017.460293,1,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2005,aiddata,grant,8017322.076132,2,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2005,aiddata,loan,7816889.024228,1,constant_2023_usd
MOZ::cancel::debt_relief,MOZ,Mozambique,2005,cancel,debt_relief,7500000.0,1,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2006,aiddata,grant,37530.321858,1,constant_2023_usd
MOZ::aiddata::debt_relief,MOZ,Mozambique,2007,aiddata,debt_relief,64223782.684047,1,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2007,aiddata,grant,12513122.583477,2,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2007,aiddata,loan,244137753.495548,3,constant_2023_usd
MOZ::cancel::debt_relief,MOZ,Mozambique,2007,cancel,debt_relief,30000000.0,1,nominal_usd
MOZ::cla::loan,MOZ,Mozambique,2007,cla,loan,50000000.0,1,nominal_usd
MOZ::aiddata::loan,MOZ,Mozambique,2008,aiddata,loan,32819109.246615,1,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2009,aiddata,grant,1040488.327307,1,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2009,aiddata,loan,172670767.196272,4,constant_2023_usd
MOZ::cla::loan,MOZ,Mozambique,2009,cla,loan,117000000.0,3,nominal_usd
MOZ::codf::loan,MOZ,Mozambique,2009,codf,loan,97000000.0,2,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2010,aiddata,grant,101090.483986,1,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2010,aiddata,loan,112170418.683197,2,constant_2023_usd
MOZ::cla::loan,MOZ,Mozambique,2010,cla,loan,23600000.0,2,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2011,aiddata,grant,6153150.208816,2,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2011,aiddata,loan,90919771.824768,1,constant_2023_usd
MOZ::cla::loan,MOZ,Mozambique,2011,cla,loan,40000000.0,1,nominal_usd
MOZ::codf::loan,MOZ,Mozambique,2011,codf,loan,40000000.0,1,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2012,aiddata,grant,5603621.004042,2,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2012,aiddata,loan,1349715626.667973,7,constant_2023_usd
MOZ::chapo::grant,MOZ,Mozambique,2012,chapo,grant,3722278.042216,1,constant_2021_usd
MOZ::cla::loan,MOZ,Mozambique,2012,cla,loan,1258980000.0,6,nominal_usd
MOZ::codf::loan,MOZ,Mozambique,2012,codf,loan,1249580000.0,5,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2013,aiddata,grant,25952679.407586,3,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2013,aiddata,loan,3233099820.39239,3,constant_2023_usd
MOZ::chapo::grant,MOZ,Mozambique,2013,chapo,grant,29554557.667374,3,constant_2021_usd
MOZ::cla::loan,MOZ,Mozambique,2013,cla,loan,176100000.0,2,nominal_usd
MOZ::codf::loan,MOZ,Mozambique,2013,codf,loan,176100000.0,2,nominal_usd
MOZ::aiddata::loan,MOZ,Mozambique,2014,aiddata,loan,686510660.12641,5,constant_2023_usd
MOZ::cla::loan,MOZ,Mozambique,2014,cla,loan,432380000.0,2,nominal_usd
MOZ::codf::loan,MOZ,Mozambique,2014,codf,loan,432380000.0,2,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2015,aiddata,grant,6676270.783232,2,constant_2023_usd
MOZ::aiddata::debt_relief,MOZ,Mozambique,2016,aiddata,debt_relief,4924201.187785,1,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2016,aiddata,grant,16251751.434534,2,constant_2023_usd
MOZ::chapo::grant,MOZ,Mozambique,2016,chapo,grant,5785942.090956,1,constant_2021_usd
MOZ::aiddata::debt_relief,MOZ,Mozambique,2017,aiddata,debt_relief,38485620.345205,1,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2017,aiddata,grant,128412595.305839,7,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2017,aiddata,loan,2193015719.410972,7,constant_2023_usd
MOZ::cancel::debt_relief,MOZ,Mozambique,2017,cancel,debt_relief,34000000.0,1,nominal_usd
MOZ::cla::loan,MOZ,Mozambique,2017,cla,loan,156000000.0,1,nominal_usd
MOZ::codf::loan,MOZ,Mozambique,2017,codf,loan,156000000.0,1,nominal_usd
MOZ::restruct::loan,MOZ,Mozambique,2017,restruct,loan,2020000000.0,1,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2018,aiddata,grant,20729703.659239,4,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2019,aiddata,grant,7290893.297334,3,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2019,aiddata,loan,31139624.727224,1,constant_2023_usd
MOZ::aiddata::grant,MOZ,Mozambique,2020,aiddata,grant,249224.280636,8,constant_2023_usd
MOZ::aiddata::loan,MOZ,Mozambique,2020,aiddata,loan,298686941.285884,2,constant_2023_usd
MOZ::chapo::grant,MOZ,Mozambique,2020,chapo,grant,146929.624148,6,constant_2021_usd
MOZ::cla::loan,MOZ,Mozambique,2020,cla,loan,132000000.0,1,nominal_usd
MOZ::codf::loan,MOZ,Mozambique,2020,codf,loan,132000000.0,1,nominal_usd
MOZ::aiddata::grant,MOZ,Mozambique,2021,aiddata,grant,26603050.363559,7,constant_2023_usd
MOZ::chapo::grant,MOZ,Mozambique,2021,chapo,grant,27980000.0,5,constant_2021_usd
MOZ::aiddata::loan,MOZ,Mozambique,2022,aiddata,loan,24866292.931108,1,constant_2023_usd
MRT::aiddata::grant,MRT,Mauritania,2002,aiddata,grant,1394575.327836,1,constant_2023_usd
MRT::aiddata::grant,MRT,Mauritania,2004,aiddata,grant,1051868.149487,1,constant_2023_usd
MRT::aiddata::grant,MRT,Mauritania,2006,aiddata,grant,706131.8542,1,constant_2023_usd
MRT::cla::loan,MRT,Mauritania,2006,cla,loan,75330000.0,1,nominal_usd
MRT::aiddata::debt_relief,MRT,Mauritania,2007,aiddata,debt_relief,94709178.451472,1,constant_2023_usd
MRT::cancel::debt_relief,MRT,Mauritania,2007,cancel,debt_relief,61000000.0,1,nominal_usd
MRT::aiddata::grant,MRT,Mauritania,2009,aiddata,grant,14824669.090886,3,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2009,aiddata,loan,406152862.364625,1,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2009,chapo,grant,16050156.511006,2,constant_2021_usd
MRT::cla::loan,MRT,Mauritania,2009,cla,loan,292800000.0,1,nominal_usd
MRT::codf::loan,MRT,Mauritania,2009,codf,loan,292830000.0,1,nominal_usd
MRT::aiddata::grant,MRT,Mauritania,2010,aiddata,grant,30400266.821362,2,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2010,aiddata,loan,143181661.752509,2,constant_2023_usd
MRT::cla::loan,MRT,Mauritania,2010,cla,loan,94970000.0,2,nominal_usd
MRT::codf::loan,MRT,Mauritania,2010,codf,loan,86120000.0,1,nominal_usd
MRT::aiddata::grant,MRT,Mauritania,2011,aiddata,grant,10548257.500829,1,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2011,aiddata,loan,68563673.755387,4,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2011,chapo,grant,11414980.559306,1,constant_2021_usd
MRT::chapo::loan,MRT,Mauritania,2011,chapo,loan,11414980.559306,1,constant_2021_usd
MRT::cla::loan,MRT,Mauritania,2011,cla,loan,12380000.0,1,nominal_usd
MRT::aiddata::grant,MRT,Mauritania,2012,aiddata,grant,1682179.609548,1,constant_2023_usd
MRT::aiddata::grant,MRT,Mauritania,2013,aiddata,grant,16816132.496026,1,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2013,aiddata,loan,191765013.802986,2,constant_2023_usd
MRT::cgef::loan,MRT,Mauritania,2013,cgef,loan,138300000.0,1,nominal_usd
MRT::chapo::grant,MRT,Mauritania,2013,chapo,grant,18345975.642216,1,constant_2021_usd
MRT::cla::loan,MRT,Mauritania,2013,cla,loan,138300000.0,1,nominal_usd
MRT::codf::loan,MRT,Mauritania,2013,codf,loan,138300000.0,1,nominal_usd
MRT::aiddata::grant,MRT,Mauritania,2014,aiddata,grant,32981288.802573,1,constant_2023_usd
MRT::aiddata::unspecified,MRT,Mauritania,2014,aiddata,unspecified,13315613.357612,1,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2014,chapo,grant,35603641.272529,1,constant_2021_usd
MRT::aiddata::grant,MRT,Mauritania,2015,aiddata,grant,33749415.719378,3,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2015,aiddata,loan,16645006.766314,1,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2015,chapo,grant,135700.99547,1,constant_2021_usd
MRT::cla::loan,MRT,Mauritania,2015,cla,loan,48150000.0,2,nominal_usd
MRT::aiddata::grant,MRT,Mauritania,2016,aiddata,grant,3324604.546827,3,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2016,aiddata,loan,65656015.83713,1,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2016,chapo,grant,584621.161631,2,constant_2021_usd
MRT::aiddata::grant,MRT,Mauritania,2017,aiddata,grant,50692911.464943,3,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2017,chapo,grant,55363501.778743,3,constant_2021_usd
MRT::aiddata::grant,MRT,Mauritania,2018,aiddata,grant,45943148.910411,2,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2018,aiddata,loan,60859913.777204,1,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2018,chapo,grant,322974.450124,1,constant_2021_usd
MRT::aiddata::grant,MRT,Mauritania,2019,aiddata,grant,34107048.415556,3,constant_2023_usd
MRT::aiddata::loan,MRT,Mauritania,2019,aiddata,loan,88578457.398788,1,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2019,chapo,grant,24031712.912853,2,constant_2021_usd
MRT::cla::loan,MRT,Mauritania,2019,cla,loan,87000000.0,1,nominal_usd
MRT::codf::loan,MRT,Mauritania,2019,codf,loan,87000000.0,1,nominal_usd
MRT::aiddata::grant,MRT,Mauritania,2020,aiddata,grant,275902.544268,2,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2020,chapo,grant,298660.530565,2,constant_2021_usd
MRT::aiddata::grant,MRT,Mauritania,2021,aiddata,grant,41489577.165642,5,constant_2023_usd
MRT::chapo::grant,MRT,Mauritania,2021,chapo,grant,27540000.0,4,constant_2021_usd
